"","V1","V2","V3","V4"
"50",FALSE,FALSE,FALSE,FALSE
"51",FALSE,FALSE,FALSE,FALSE
"52",FALSE,FALSE,FALSE,FALSE
"53",TRUE,TRUE,TRUE,TRUE
"54",FALSE,FALSE,FALSE,FALSE
"55",TRUE,TRUE,TRUE,TRUE
"56",FALSE,FALSE,FALSE,FALSE
"57",FALSE,FALSE,FALSE,FALSE
"58",FALSE,FALSE,FALSE,FALSE
"59",FALSE,FALSE,FALSE,FALSE
"60",FALSE,FALSE,FALSE,FALSE
"61",FALSE,FALSE,FALSE,FALSE
"62",FALSE,FALSE,FALSE,FALSE
"63",FALSE,FALSE,FALSE,FALSE
"64",FALSE,FALSE,FALSE,FALSE
"65",FALSE,FALSE,FALSE,FALSE
"66",FALSE,FALSE,FALSE,FALSE
"67",FALSE,FALSE,FALSE,FALSE
"68",FALSE,FALSE,FALSE,FALSE
"69",FALSE,FALSE,FALSE,FALSE
"70",FALSE,FALSE,FALSE,FALSE
"71",FALSE,FALSE,FALSE,FALSE
"72",TRUE,TRUE,TRUE,TRUE
"73",FALSE,FALSE,FALSE,FALSE
"74",FALSE,FALSE,FALSE,FALSE
"75",FALSE,FALSE,FALSE,FALSE
"76",FALSE,FALSE,FALSE,FALSE
"77",FALSE,FALSE,FALSE,FALSE
"78",FALSE,FALSE,FALSE,FALSE
"79",FALSE,FALSE,FALSE,FALSE
"80",FALSE,FALSE,FALSE,FALSE
"81",FALSE,FALSE,FALSE,FALSE
"82",FALSE,FALSE,FALSE,FALSE
"83",FALSE,FALSE,FALSE,FALSE
"84",FALSE,FALSE,FALSE,FALSE
"85",FALSE,FALSE,FALSE,FALSE
"86",FALSE,FALSE,FALSE,FALSE
"87",FALSE,FALSE,FALSE,FALSE
"88",FALSE,FALSE,FALSE,FALSE
"89",FALSE,FALSE,FALSE,FALSE
"90",FALSE,FALSE,FALSE,FALSE
"91",FALSE,FALSE,FALSE,FALSE
"92",FALSE,FALSE,FALSE,FALSE
"93",FALSE,FALSE,FALSE,FALSE
"94",FALSE,FALSE,FALSE,FALSE
"95",FALSE,FALSE,FALSE,FALSE
"96",FALSE,FALSE,FALSE,FALSE
"97",FALSE,FALSE,FALSE,FALSE
"98",FALSE,FALSE,FALSE,FALSE
"99",FALSE,FALSE,FALSE,FALSE
"100",FALSE,FALSE,FALSE,FALSE
"101",FALSE,FALSE,FALSE,FALSE
"102",FALSE,FALSE,FALSE,FALSE
"103",FALSE,FALSE,FALSE,FALSE
"104",FALSE,FALSE,FALSE,FALSE
"105",FALSE,FALSE,FALSE,FALSE
"106",FALSE,FALSE,FALSE,FALSE
"107",FALSE,FALSE,FALSE,FALSE
"108",FALSE,FALSE,FALSE,FALSE
"109",FALSE,FALSE,FALSE,FALSE
"110",FALSE,FALSE,FALSE,FALSE
"111",FALSE,FALSE,FALSE,FALSE
"112",FALSE,FALSE,FALSE,FALSE
"113",FALSE,FALSE,FALSE,FALSE
"114",FALSE,FALSE,FALSE,FALSE
"115",FALSE,FALSE,FALSE,FALSE
"116",FALSE,FALSE,FALSE,FALSE
"117",FALSE,FALSE,FALSE,FALSE
"118",FALSE,FALSE,FALSE,FALSE
"119",FALSE,FALSE,FALSE,FALSE
"120",FALSE,FALSE,FALSE,FALSE
"121",FALSE,FALSE,FALSE,FALSE
"122",FALSE,FALSE,FALSE,FALSE
"123",FALSE,FALSE,FALSE,FALSE
"124",FALSE,FALSE,FALSE,FALSE
"125",FALSE,FALSE,FALSE,FALSE
"126",FALSE,FALSE,FALSE,FALSE
"127",FALSE,FALSE,FALSE,FALSE
"128",FALSE,FALSE,FALSE,FALSE
"129",FALSE,FALSE,FALSE,FALSE
"130",FALSE,FALSE,FALSE,FALSE
"131",FALSE,FALSE,FALSE,FALSE
"132",FALSE,FALSE,FALSE,FALSE
"133",FALSE,FALSE,FALSE,FALSE
"134",FALSE,FALSE,FALSE,FALSE
"135",TRUE,TRUE,TRUE,TRUE
"136",FALSE,FALSE,FALSE,FALSE
"137",FALSE,FALSE,FALSE,FALSE
"138",FALSE,FALSE,FALSE,FALSE
"139",FALSE,FALSE,FALSE,FALSE
"140",FALSE,FALSE,FALSE,FALSE
"141",FALSE,FALSE,FALSE,FALSE
"142",FALSE,FALSE,FALSE,FALSE
"143",FALSE,FALSE,FALSE,FALSE
"144",FALSE,FALSE,FALSE,FALSE
"145",FALSE,FALSE,FALSE,FALSE
"146",FALSE,FALSE,FALSE,FALSE
"147",FALSE,FALSE,FALSE,FALSE
"148",FALSE,FALSE,FALSE,FALSE
"149",FALSE,FALSE,FALSE,FALSE
"150",FALSE,FALSE,FALSE,FALSE
"151",FALSE,FALSE,FALSE,FALSE
"152",FALSE,FALSE,FALSE,FALSE
"153",FALSE,FALSE,FALSE,FALSE
"154",FALSE,FALSE,FALSE,FALSE
"155",FALSE,FALSE,FALSE,FALSE
"156",FALSE,FALSE,FALSE,FALSE
"157",FALSE,FALSE,FALSE,FALSE
"158",FALSE,FALSE,FALSE,FALSE
"159",FALSE,FALSE,FALSE,FALSE
"160",FALSE,FALSE,FALSE,FALSE
"161",FALSE,FALSE,FALSE,FALSE
"162",FALSE,FALSE,FALSE,FALSE
"163",FALSE,FALSE,FALSE,FALSE
"164",FALSE,FALSE,FALSE,FALSE
"165",FALSE,FALSE,FALSE,FALSE
"166",FALSE,FALSE,FALSE,FALSE
"167",FALSE,FALSE,FALSE,FALSE
"168",FALSE,FALSE,FALSE,FALSE
"169",FALSE,FALSE,FALSE,FALSE
"170",FALSE,FALSE,FALSE,FALSE
"171",FALSE,FALSE,FALSE,FALSE
"172",FALSE,FALSE,FALSE,FALSE
"173",FALSE,FALSE,FALSE,FALSE
"174",FALSE,FALSE,FALSE,FALSE
"175",FALSE,FALSE,FALSE,FALSE
"176",TRUE,TRUE,TRUE,TRUE
"177",FALSE,FALSE,FALSE,FALSE
"178",FALSE,FALSE,FALSE,FALSE
"179",FALSE,FALSE,FALSE,FALSE
"180",FALSE,FALSE,FALSE,FALSE
"181",FALSE,FALSE,FALSE,FALSE
"182",FALSE,FALSE,FALSE,FALSE
"183",FALSE,FALSE,FALSE,FALSE
"184",FALSE,FALSE,FALSE,FALSE
"185",FALSE,FALSE,FALSE,FALSE
"186",FALSE,FALSE,FALSE,FALSE
"187",FALSE,FALSE,FALSE,FALSE
"188",TRUE,TRUE,TRUE,TRUE
"189",FALSE,FALSE,FALSE,FALSE
"190",FALSE,FALSE,FALSE,FALSE
"191",FALSE,FALSE,FALSE,FALSE
"192",FALSE,FALSE,FALSE,FALSE
"193",FALSE,FALSE,FALSE,FALSE
"194",FALSE,FALSE,FALSE,FALSE
"195",FALSE,FALSE,FALSE,FALSE
"196",FALSE,FALSE,FALSE,FALSE
"197",FALSE,FALSE,FALSE,FALSE
"198",FALSE,FALSE,FALSE,FALSE
"199",FALSE,FALSE,FALSE,FALSE
"200",FALSE,FALSE,FALSE,FALSE
"201",FALSE,FALSE,FALSE,FALSE
"202",FALSE,FALSE,FALSE,FALSE
"203",TRUE,TRUE,TRUE,TRUE
"204",FALSE,FALSE,FALSE,FALSE
"205",FALSE,FALSE,FALSE,FALSE
"206",FALSE,FALSE,FALSE,FALSE
"207",TRUE,TRUE,TRUE,TRUE
"208",FALSE,FALSE,FALSE,FALSE
"209",FALSE,FALSE,FALSE,FALSE
"210",FALSE,FALSE,FALSE,FALSE
"211",FALSE,FALSE,FALSE,FALSE
"212",FALSE,FALSE,FALSE,FALSE
"213",FALSE,FALSE,FALSE,FALSE
"214",TRUE,TRUE,TRUE,TRUE
"215",FALSE,FALSE,FALSE,FALSE
"216",FALSE,FALSE,FALSE,FALSE
"217",FALSE,FALSE,FALSE,FALSE
"218",FALSE,FALSE,FALSE,FALSE
"219",FALSE,FALSE,FALSE,FALSE
"220",FALSE,FALSE,FALSE,FALSE
"221",FALSE,FALSE,FALSE,FALSE
"222",FALSE,FALSE,FALSE,FALSE
"223",FALSE,FALSE,FALSE,FALSE
"224",FALSE,FALSE,FALSE,FALSE
"225",FALSE,FALSE,FALSE,FALSE
"226",FALSE,FALSE,FALSE,FALSE
"227",TRUE,TRUE,TRUE,TRUE
"228",TRUE,TRUE,TRUE,TRUE
"229",FALSE,FALSE,FALSE,FALSE
"230",FALSE,FALSE,FALSE,FALSE
"231",TRUE,TRUE,TRUE,TRUE
"232",FALSE,FALSE,FALSE,FALSE
"233",FALSE,FALSE,FALSE,FALSE
"234",FALSE,FALSE,FALSE,FALSE
"235",FALSE,FALSE,FALSE,FALSE
"236",TRUE,TRUE,TRUE,TRUE
"237",FALSE,FALSE,FALSE,FALSE
"238",FALSE,FALSE,FALSE,FALSE
"239",FALSE,FALSE,FALSE,FALSE
"240",FALSE,FALSE,FALSE,FALSE
"241",FALSE,FALSE,FALSE,FALSE
"242",FALSE,FALSE,FALSE,FALSE
"243",FALSE,FALSE,FALSE,FALSE
"244",FALSE,FALSE,FALSE,FALSE
"245",TRUE,TRUE,TRUE,TRUE
"246",FALSE,FALSE,FALSE,FALSE
"247",FALSE,FALSE,FALSE,FALSE
"248",FALSE,FALSE,FALSE,FALSE
"249",FALSE,FALSE,FALSE,FALSE
"250",FALSE,FALSE,FALSE,FALSE
"251",FALSE,FALSE,FALSE,FALSE
"252",FALSE,FALSE,FALSE,FALSE
"253",FALSE,FALSE,FALSE,FALSE
"254",FALSE,FALSE,FALSE,FALSE
"255",FALSE,FALSE,FALSE,FALSE
"256",FALSE,FALSE,FALSE,FALSE
"257",FALSE,FALSE,FALSE,FALSE
"258",FALSE,FALSE,FALSE,FALSE
"259",TRUE,TRUE,TRUE,TRUE
"260",TRUE,TRUE,TRUE,TRUE
"261",FALSE,FALSE,FALSE,FALSE
"262",FALSE,FALSE,FALSE,FALSE
"263",FALSE,FALSE,FALSE,FALSE
"264",FALSE,FALSE,FALSE,FALSE
"265",FALSE,FALSE,FALSE,FALSE
"266",FALSE,FALSE,FALSE,FALSE
"267",FALSE,FALSE,FALSE,FALSE
"268",FALSE,FALSE,FALSE,FALSE
"269",FALSE,FALSE,FALSE,FALSE
"270",FALSE,FALSE,FALSE,FALSE
"271",FALSE,FALSE,FALSE,FALSE
"272",FALSE,FALSE,FALSE,FALSE
"273",FALSE,FALSE,FALSE,FALSE
"274",TRUE,TRUE,TRUE,TRUE
"275",FALSE,FALSE,FALSE,FALSE
"276",FALSE,FALSE,FALSE,FALSE
"277",FALSE,FALSE,FALSE,FALSE
"278",FALSE,FALSE,FALSE,FALSE
"279",FALSE,FALSE,FALSE,FALSE
"280",FALSE,FALSE,FALSE,FALSE
"281",FALSE,FALSE,FALSE,FALSE
"282",FALSE,FALSE,FALSE,FALSE
"283",FALSE,FALSE,FALSE,FALSE
"284",FALSE,FALSE,FALSE,FALSE
"285",FALSE,FALSE,FALSE,FALSE
"286",FALSE,FALSE,FALSE,FALSE
"287",TRUE,TRUE,TRUE,TRUE
"288",FALSE,FALSE,FALSE,FALSE
"289",FALSE,FALSE,FALSE,FALSE
"290",FALSE,FALSE,FALSE,FALSE
"291",FALSE,FALSE,FALSE,FALSE
"292",TRUE,TRUE,TRUE,TRUE
"293",FALSE,FALSE,FALSE,FALSE
"294",FALSE,FALSE,FALSE,FALSE
"295",FALSE,FALSE,FALSE,FALSE
"296",FALSE,FALSE,FALSE,FALSE
"297",FALSE,FALSE,FALSE,FALSE
"298",FALSE,FALSE,FALSE,FALSE
"299",FALSE,FALSE,FALSE,FALSE
"300",FALSE,FALSE,FALSE,FALSE
"301",FALSE,FALSE,FALSE,FALSE
"302",FALSE,FALSE,FALSE,FALSE
"303",FALSE,FALSE,FALSE,FALSE
"304",FALSE,FALSE,FALSE,FALSE
"305",FALSE,FALSE,FALSE,FALSE
"306",FALSE,FALSE,FALSE,FALSE
"307",FALSE,FALSE,FALSE,FALSE
"308",FALSE,FALSE,FALSE,FALSE
"309",TRUE,TRUE,TRUE,TRUE
"310",FALSE,FALSE,FALSE,FALSE
"311",FALSE,FALSE,FALSE,FALSE
"312",FALSE,FALSE,FALSE,FALSE
"313",FALSE,FALSE,FALSE,FALSE
"314",FALSE,FALSE,FALSE,FALSE
"315",TRUE,TRUE,TRUE,TRUE
"316",FALSE,FALSE,FALSE,FALSE
"317",FALSE,FALSE,FALSE,FALSE
"318",FALSE,FALSE,FALSE,FALSE
"319",FALSE,FALSE,FALSE,FALSE
"320",FALSE,FALSE,FALSE,FALSE
"321",FALSE,FALSE,FALSE,FALSE
"322",FALSE,FALSE,FALSE,FALSE
"323",FALSE,FALSE,FALSE,FALSE
"324",FALSE,FALSE,FALSE,FALSE
"325",FALSE,FALSE,FALSE,FALSE
"326",FALSE,FALSE,FALSE,FALSE
"327",FALSE,FALSE,FALSE,FALSE
"328",TRUE,TRUE,TRUE,TRUE
"329",FALSE,FALSE,FALSE,FALSE
"330",FALSE,FALSE,FALSE,FALSE
"331",FALSE,FALSE,FALSE,FALSE
"332",FALSE,FALSE,FALSE,FALSE
"333",TRUE,TRUE,TRUE,TRUE
"334",FALSE,FALSE,FALSE,FALSE
"335",FALSE,FALSE,FALSE,FALSE
"336",FALSE,FALSE,FALSE,FALSE
"337",FALSE,FALSE,FALSE,FALSE
"338",FALSE,FALSE,FALSE,FALSE
"339",FALSE,FALSE,FALSE,FALSE
"340",FALSE,FALSE,FALSE,FALSE
"341",FALSE,FALSE,FALSE,FALSE
"342",FALSE,FALSE,FALSE,FALSE
"343",FALSE,FALSE,FALSE,FALSE
"344",FALSE,FALSE,FALSE,FALSE
"345",FALSE,FALSE,FALSE,FALSE
"346",FALSE,FALSE,FALSE,FALSE
"347",FALSE,FALSE,FALSE,FALSE
"348",TRUE,TRUE,TRUE,TRUE
"349",TRUE,TRUE,TRUE,TRUE
"350",FALSE,FALSE,FALSE,FALSE
"351",FALSE,FALSE,FALSE,FALSE
"352",FALSE,FALSE,FALSE,FALSE
"353",FALSE,FALSE,FALSE,FALSE
"354",FALSE,FALSE,FALSE,FALSE
"355",FALSE,FALSE,FALSE,FALSE
"356",FALSE,FALSE,FALSE,FALSE
"357",FALSE,FALSE,FALSE,FALSE
"358",FALSE,FALSE,FALSE,FALSE
"359",FALSE,FALSE,FALSE,FALSE
"360",FALSE,FALSE,FALSE,FALSE
"361",FALSE,FALSE,FALSE,FALSE
"362",FALSE,FALSE,FALSE,FALSE
"363",FALSE,FALSE,FALSE,FALSE
"364",FALSE,FALSE,FALSE,FALSE
"365",FALSE,FALSE,FALSE,FALSE
"366",FALSE,FALSE,FALSE,FALSE
"367",FALSE,FALSE,FALSE,FALSE
"368",FALSE,FALSE,FALSE,FALSE
"369",FALSE,FALSE,FALSE,FALSE
"370",FALSE,FALSE,FALSE,FALSE
"371",TRUE,TRUE,TRUE,TRUE
"372",FALSE,FALSE,FALSE,FALSE
"373",FALSE,FALSE,FALSE,FALSE
"374",FALSE,FALSE,FALSE,FALSE
"375",FALSE,FALSE,FALSE,FALSE
"376",TRUE,TRUE,TRUE,TRUE
"377",FALSE,FALSE,FALSE,FALSE
"378",FALSE,FALSE,FALSE,FALSE
"379",FALSE,FALSE,FALSE,FALSE
"380",TRUE,TRUE,TRUE,TRUE
"381",TRUE,TRUE,TRUE,TRUE
"382",FALSE,FALSE,FALSE,FALSE
"383",FALSE,FALSE,FALSE,FALSE
"384",FALSE,FALSE,FALSE,FALSE
"385",FALSE,FALSE,FALSE,FALSE
"386",FALSE,FALSE,FALSE,FALSE
"387",FALSE,FALSE,FALSE,FALSE
"388",FALSE,FALSE,FALSE,FALSE
"389",FALSE,FALSE,FALSE,FALSE
"390",FALSE,FALSE,FALSE,FALSE
"391",FALSE,FALSE,FALSE,FALSE
"392",FALSE,FALSE,FALSE,FALSE
"393",FALSE,FALSE,FALSE,FALSE
"394",FALSE,FALSE,FALSE,FALSE
"395",FALSE,FALSE,FALSE,FALSE
"396",FALSE,FALSE,FALSE,FALSE
"397",FALSE,FALSE,FALSE,FALSE
"398",FALSE,FALSE,FALSE,FALSE
"399",FALSE,FALSE,FALSE,FALSE
"400",FALSE,FALSE,FALSE,FALSE
"401",FALSE,FALSE,FALSE,FALSE
"402",FALSE,FALSE,FALSE,FALSE
"403",FALSE,FALSE,FALSE,FALSE
"404",FALSE,FALSE,FALSE,FALSE
"405",FALSE,FALSE,FALSE,FALSE
"406",TRUE,TRUE,TRUE,TRUE
"407",FALSE,FALSE,FALSE,FALSE
"408",FALSE,FALSE,FALSE,FALSE
"409",FALSE,FALSE,FALSE,FALSE
"410",FALSE,FALSE,FALSE,FALSE
"411",FALSE,FALSE,FALSE,FALSE
"412",FALSE,FALSE,FALSE,FALSE
"413",FALSE,FALSE,FALSE,FALSE
"414",FALSE,FALSE,FALSE,FALSE
"415",FALSE,FALSE,FALSE,FALSE
"416",FALSE,FALSE,FALSE,FALSE
"417",TRUE,TRUE,TRUE,TRUE
"418",FALSE,FALSE,FALSE,FALSE
"419",FALSE,FALSE,FALSE,FALSE
"420",FALSE,FALSE,FALSE,FALSE
"421",FALSE,FALSE,FALSE,FALSE
"422",FALSE,FALSE,FALSE,FALSE
"423",FALSE,FALSE,FALSE,FALSE
"424",FALSE,FALSE,FALSE,FALSE
"425",FALSE,FALSE,FALSE,FALSE
"426",FALSE,FALSE,FALSE,FALSE
"427",FALSE,FALSE,FALSE,FALSE
"428",FALSE,FALSE,FALSE,FALSE
"429",FALSE,FALSE,FALSE,FALSE
"430",FALSE,FALSE,FALSE,FALSE
"431",FALSE,FALSE,FALSE,FALSE
"432",FALSE,FALSE,FALSE,FALSE
"433",FALSE,FALSE,FALSE,FALSE
"434",FALSE,FALSE,FALSE,FALSE
"435",FALSE,FALSE,FALSE,FALSE
"436",FALSE,FALSE,FALSE,FALSE
"437",FALSE,FALSE,FALSE,FALSE
"438",FALSE,FALSE,FALSE,FALSE
"439",FALSE,FALSE,FALSE,FALSE
"440",FALSE,FALSE,FALSE,FALSE
"441",TRUE,TRUE,TRUE,TRUE
"442",FALSE,FALSE,FALSE,FALSE
"443",FALSE,FALSE,FALSE,FALSE
"444",TRUE,TRUE,TRUE,TRUE
"445",FALSE,FALSE,FALSE,FALSE
"446",FALSE,FALSE,FALSE,FALSE
"447",FALSE,FALSE,FALSE,FALSE
"448",FALSE,FALSE,FALSE,FALSE
"449",FALSE,FALSE,FALSE,FALSE
"450",FALSE,FALSE,FALSE,FALSE
"451",FALSE,FALSE,FALSE,FALSE
"452",FALSE,FALSE,FALSE,FALSE
"453",TRUE,TRUE,TRUE,TRUE
"454",FALSE,FALSE,FALSE,FALSE
"455",FALSE,FALSE,FALSE,FALSE
"456",FALSE,FALSE,FALSE,FALSE
"457",FALSE,FALSE,FALSE,FALSE
"458",FALSE,FALSE,FALSE,FALSE
"459",FALSE,FALSE,FALSE,FALSE
"460",TRUE,TRUE,TRUE,TRUE
"461",TRUE,TRUE,TRUE,TRUE
"462",FALSE,FALSE,FALSE,FALSE
"463",FALSE,FALSE,FALSE,FALSE
"464",FALSE,FALSE,FALSE,FALSE
"465",TRUE,TRUE,TRUE,TRUE
"466",FALSE,FALSE,FALSE,FALSE
"467",TRUE,TRUE,TRUE,TRUE
"468",FALSE,FALSE,FALSE,FALSE
"469",FALSE,FALSE,FALSE,FALSE
"470",FALSE,FALSE,FALSE,FALSE
"471",FALSE,FALSE,FALSE,FALSE
"472",FALSE,FALSE,FALSE,FALSE
"473",FALSE,FALSE,FALSE,FALSE
"474",FALSE,FALSE,FALSE,FALSE
"475",FALSE,FALSE,FALSE,FALSE
"476",FALSE,FALSE,FALSE,FALSE
"477",FALSE,FALSE,FALSE,FALSE
"478",FALSE,FALSE,FALSE,FALSE
"479",FALSE,FALSE,FALSE,FALSE
"480",TRUE,TRUE,TRUE,TRUE
"481",FALSE,FALSE,FALSE,FALSE
"482",FALSE,FALSE,FALSE,FALSE
"483",FALSE,FALSE,FALSE,FALSE
"484",FALSE,FALSE,FALSE,FALSE
"485",FALSE,FALSE,FALSE,FALSE
"486",FALSE,FALSE,FALSE,FALSE
"487",TRUE,TRUE,TRUE,TRUE
"488",TRUE,TRUE,TRUE,TRUE
"489",FALSE,FALSE,FALSE,FALSE
"490",FALSE,FALSE,FALSE,FALSE
"491",FALSE,FALSE,FALSE,FALSE
"492",FALSE,FALSE,FALSE,FALSE
"493",FALSE,FALSE,FALSE,FALSE
"494",FALSE,FALSE,FALSE,FALSE
"495",FALSE,FALSE,FALSE,FALSE
"496",FALSE,FALSE,FALSE,FALSE
"497",FALSE,FALSE,FALSE,FALSE
"498",FALSE,FALSE,FALSE,FALSE
"499",FALSE,FALSE,FALSE,FALSE
"500",FALSE,FALSE,FALSE,FALSE
"501",FALSE,FALSE,FALSE,FALSE
"502",FALSE,FALSE,FALSE,FALSE
"503",FALSE,FALSE,FALSE,FALSE
"504",FALSE,FALSE,FALSE,FALSE
"505",FALSE,FALSE,FALSE,FALSE
"506",FALSE,FALSE,FALSE,FALSE
"507",FALSE,FALSE,FALSE,FALSE
"508",FALSE,FALSE,FALSE,FALSE
"509",FALSE,FALSE,FALSE,FALSE
"510",FALSE,FALSE,FALSE,FALSE
"511",FALSE,FALSE,FALSE,FALSE
"512",FALSE,FALSE,FALSE,FALSE
"513",FALSE,FALSE,FALSE,FALSE
"514",FALSE,FALSE,FALSE,FALSE
"515",FALSE,FALSE,FALSE,FALSE
"516",FALSE,FALSE,FALSE,FALSE
"517",FALSE,FALSE,FALSE,FALSE
"518",FALSE,FALSE,FALSE,FALSE
"519",FALSE,FALSE,FALSE,FALSE
"520",FALSE,FALSE,FALSE,FALSE
"521",FALSE,FALSE,FALSE,FALSE
"522",FALSE,FALSE,FALSE,FALSE
"523",FALSE,FALSE,FALSE,FALSE
"524",FALSE,FALSE,FALSE,FALSE
"525",FALSE,FALSE,FALSE,FALSE
"526",FALSE,FALSE,FALSE,FALSE
"527",FALSE,FALSE,FALSE,FALSE
"528",FALSE,FALSE,FALSE,FALSE
"529",FALSE,FALSE,FALSE,FALSE
"530",FALSE,FALSE,FALSE,FALSE
"531",FALSE,FALSE,FALSE,FALSE
"532",FALSE,FALSE,FALSE,FALSE
"533",FALSE,FALSE,FALSE,FALSE
"534",TRUE,TRUE,TRUE,TRUE
"535",FALSE,FALSE,FALSE,FALSE
"536",FALSE,FALSE,FALSE,FALSE
"537",FALSE,FALSE,FALSE,FALSE
"538",FALSE,FALSE,FALSE,FALSE
"539",FALSE,FALSE,FALSE,FALSE
"540",FALSE,FALSE,FALSE,FALSE
"541",FALSE,FALSE,FALSE,FALSE
"542",FALSE,FALSE,FALSE,FALSE
"543",FALSE,FALSE,FALSE,FALSE
"544",FALSE,FALSE,FALSE,FALSE
"545",FALSE,FALSE,FALSE,FALSE
"546",TRUE,TRUE,TRUE,TRUE
"547",FALSE,FALSE,FALSE,FALSE
"548",FALSE,FALSE,FALSE,FALSE
"549",FALSE,FALSE,FALSE,FALSE
"550",FALSE,FALSE,FALSE,FALSE
"551",FALSE,FALSE,FALSE,FALSE
"552",FALSE,FALSE,FALSE,FALSE
"553",FALSE,FALSE,FALSE,FALSE
"554",TRUE,TRUE,TRUE,TRUE
"555",FALSE,FALSE,FALSE,FALSE
"556",FALSE,FALSE,FALSE,FALSE
"557",FALSE,FALSE,FALSE,FALSE
"558",FALSE,FALSE,FALSE,FALSE
"559",TRUE,TRUE,TRUE,TRUE
"560",FALSE,FALSE,FALSE,FALSE
"561",FALSE,FALSE,FALSE,FALSE
"562",FALSE,FALSE,FALSE,FALSE
"563",FALSE,FALSE,FALSE,FALSE
"564",FALSE,FALSE,FALSE,FALSE
"565",TRUE,TRUE,TRUE,TRUE
"566",FALSE,FALSE,FALSE,FALSE
"567",FALSE,FALSE,FALSE,FALSE
"568",TRUE,TRUE,TRUE,TRUE
"569",FALSE,FALSE,FALSE,FALSE
"570",FALSE,FALSE,FALSE,FALSE
"571",FALSE,FALSE,FALSE,FALSE
"572",FALSE,FALSE,FALSE,FALSE
"573",FALSE,FALSE,FALSE,FALSE
"574",FALSE,FALSE,FALSE,FALSE
"575",FALSE,FALSE,FALSE,FALSE
"576",FALSE,FALSE,FALSE,FALSE
"577",TRUE,TRUE,TRUE,TRUE
"578",FALSE,FALSE,FALSE,FALSE
"579",FALSE,FALSE,FALSE,FALSE
"580",FALSE,FALSE,FALSE,FALSE
"581",FALSE,FALSE,FALSE,FALSE
"582",FALSE,FALSE,FALSE,FALSE
"583",FALSE,FALSE,FALSE,FALSE
"584",FALSE,FALSE,FALSE,FALSE
"585",TRUE,TRUE,TRUE,TRUE
"586",TRUE,TRUE,TRUE,TRUE
"587",FALSE,FALSE,FALSE,FALSE
"588",FALSE,FALSE,FALSE,FALSE
"589",FALSE,FALSE,FALSE,FALSE
"590",FALSE,FALSE,FALSE,FALSE
"591",FALSE,FALSE,FALSE,FALSE
"592",TRUE,TRUE,TRUE,TRUE
"593",FALSE,FALSE,FALSE,FALSE
"594",TRUE,TRUE,TRUE,TRUE
"595",FALSE,FALSE,FALSE,FALSE
"596",FALSE,FALSE,FALSE,FALSE
"597",TRUE,TRUE,TRUE,TRUE
"598",FALSE,FALSE,FALSE,FALSE
"599",FALSE,FALSE,FALSE,FALSE
"600",FALSE,FALSE,FALSE,FALSE
"601",FALSE,FALSE,FALSE,FALSE
"602",FALSE,FALSE,FALSE,FALSE
"603",FALSE,FALSE,FALSE,FALSE
"604",FALSE,FALSE,FALSE,FALSE
"605",FALSE,FALSE,FALSE,FALSE
"606",FALSE,FALSE,FALSE,FALSE
"607",FALSE,FALSE,FALSE,FALSE
